,price,amount
0,2833.8856,129157.06111
1,2832.9496,154055.25444999998
2,2831.452,100241.56845000002
3,2830.88,109152.2
4,2835.3312,140891.42412
5,2835.3208,209031.29971
6,2833.8128,329877.60848
7,2833.8336000000004,107135.25912
8,2833.8336000000004,168713.91828
9,2832.6272,129295.81327999999
10,2830.88,113444.794
11,2828.6648,309575.60339999996
12,2830.0896,117745.33355999998
13,2830.0792,248129.91509000002
14,2830.7968,110477.28896
15,2832.9496,146588.79786
16,2833.1992,474680.73212
17,2833.4592000000002,128080.52928
18,2831.5248,132126.02598
19,2830.5368000000003,107002.45605
20,2830.0063999999998,146858.28404
21,2829.2888,171936.42447
22,2830.88,2478783.856
23,2832.2736000000004,166515.90096
24,2831.4728000000005,110389.32322
25,2830.1208,152233.28634
26,2826.8656,159546.66358
27,2824.64,241528.448
28,2823.6,153823.755
29,2823.6,220224.51
30,2822.9447999999998,139382.8995
31,2825.3784,141613.94217
32,2824.6295999999998,137782.17269999997
33,2821.9048,152762.731
34,2822.0192,110509.18648
35,2824.1824,225060.18168
36,2821.4992,153744.5766
37,2822.1648,103177.25963999999
38,2819.9287999999997,198265.39787
39,2819.44,541573.759
40,2821.0728000000004,103433.00667
41,2820.844,600093.87575
42,2820.0016,167291.17184
43,2820.1264,122027.41165999998
44,2820.1472,183190.25407999998
45,2819.8248,101025.64619999999
46,2819.1176,222585.59866000002
47,2818.6079999999997,136526.32499999998
48,2818.4,139039.25999999998
49,2818.4,446635.10000000003
50,2817.7864,136565.10164
51,2817.5368000000003,181313.91142000002
52,2815.9352000000003,157876.49004
53,2815.9144,161354.60273
54,2816.1536,136596.98880000002
55,2814.2400000000002,148321.272
56,2813.2000000000003,225266.99000000002
57,2811.4112000000005,215281.10936000003
58,2810.9744,121063.80226
59,2812.7424,109650.97608
60,2813.928,231169.5966
61,2813.9696,125776.32389999999
62,2816.0704000000005,203082.00000000003
63,2814.76,114276.5495
64,2813.2000000000003,125206.33499999999
65,2813.5536,170563.57098
66,2814.76,151093.069
67,2816.3928,136814.40447
68,2815.54,291289.271
69,2816.112,257655.29340000002
70,2814.4272,117975.91709999999
71,2814.344,208583.48189999998
72,2813.2000000000003,242514.06999999998
73,2813.928,102502.73879999999
74,2813.2000000000003,113050.065
75,2814.084,201685.94145
76,2813.2000000000003,279256.08499999996
77,2813.2728,218456.04306
78,2814.2088,100540.31534999999
79,2817.4432,190063.63464
80,2819.2216,224597.08386999997
81,2821.2495999999996,118259.18755999999
82,2820.6568,116246.31837
83,2820.428,136573.802
84,2818.4,242596.49000000002
85,2820.7504000000004,119987.67014
86,2821.52,286921.45399999997
87,2822.7264,159782.5992
88,2821.52,105280.678
89,2825.5552000000002,126036.0632
90,2821.0624000000003,116669.91816
91,2821.8944,126987.96136000002
92,2821.8944,147734.31192
93,2823.5063999999998,123243.33945
94,2824.3487999999998,106874.44488
95,2823.2255999999998,146262.08855999997
96,2823.2152,113039.90783
97,2823.3504000000003,101434.29264
98,2823.3504000000003,131741.87328
99,2823.548,115621.57565
100,2822.4456,115381.03335
101,2822.9032,189538.94956999997
102,2826.6784000000002,129562.43523999999
103,2827.3648,102693.15188
104,2829.0184,1337358.60398
105,2828.1448,101742.50918
106,2830.5056,100801.38067999999
107,2830.88,449151.776
108,2830.8592000000003,386676.31285999995
109,2828.9872,103320.59693999999
110,2828.5816,297496.06978
111,2826.8968,108261.99293000001
112,2826.7512,164427.22485
113,2829.268,149369.02769999998
114,2829.268,153259.2712
115,2826.3768,103687.26351
116,2826.3248,786052.56166
117,2826.3248,512687.16585999995
118,2825.1912,103627.46991
119,2823.4752000000003,112295.58144000001
120,2822.976,156254.436
121,2822.6016,112179.41532
122,2823.4024,247047.71
123,2821.9568000000004,116633.64528000001
124,2823.0696,104784.74297999998
125,2822.0296,100854.99631999999
126,2827.7704000000003,149436.78960000002
127,2827.3648,201512.27026
128,2826.7200000000003,1236222.504
129,2826.3248,259722.94339999996
130,2826.7304000000004,126452.69724000001
131,2826.5328000000004,149270.82786000002
132,2825.9192000000003,127057.6748
133,2827.3232,245775.94348000002
134,2835.4352000000003,101102.34954
135,2829.1224,108842.32341000001
136,2828.8624,154439.56668
137,2828.4776,131858.73027
138,2828.2488,115969.07867999999
139,2826.5224,152523.49719999998
140,2827.3232,144650.20463999998
141,2827.7495999999996,133681.86234
142,2827.9576,103397.19975
143,2827.8120000000004,169491.98175
144,2829.5592,100471.11743999999
145,2829.5904000000005,132813.8994
146,2831.3896,203860.05119999996
147,2835.7784,141679.8516
148,2835.9447999999998,103888.29325999999
149,2836.8808,136156.63955
150,2837.1096,259159.05
151,2835.7576000000004,191271.85012
152,2834.8320000000003,168198.21480000002
153,2834.468,358385.7732
154,2835.1336,223313.11453000002
155,2835.04,252018.7
156,2835.612,119534.67855000001
157,2836.3608,119708.06211
158,2836.4648,120697.03197999999
159,2838.2952,152520.15918000002
160,2837.7232,389062.76503999997
161,2836.8184,170765.55684
